Input files:
						 Ashburn Turner County Banner_04-22-1910_1_1.txt,
							Montgomery Monitor_04-28-1910_3_1.txt,
							The Atlanta Constitution_04-16-1910_1_1.txt,
							The Eastman Times-Journal_04-21-1910_1_1.txt
Event ID,Missing words,Input file name,Summary file name
149,farmer,"The Atlanta Constitution_07-07-1915_3_1.txt",149.txt
149,crowd,"Jones County News_07-08-1915_1_1.txt",149.txt
149,negro,"The Macon News_07-08-1915_10_1.txt",149.txt
149,planter,"The Albany Herald_07-07-1915_1_1.txt",149.txt
149,robert,"The Macon News_07-05-1915_1_1.txt",149.txt
149,posse,"The Macon News_07-05-1915_1_1.txt",149.txt
149,planter,"The Macon News_07-05-1915_1_1.txt",149.txt
Input files:
						 Hartwell Sun_06-13-1890_3_1.txt,
							The Athens Weekly Banner_06-17-1890_6_1.txt,
							The Atlanta Constitution_06-10-1890_1_1.txt,
							The Atlanta Journal_06-10-1890_2_1.txt,
							The Augusta Chronicle_06-10-1890_1_1.txt,
							The Macon Telegraph_06-10-1890_2_1.txt,
							The Savannah Morning News_06-10-1890_2_1.txt
Event ID,Missing words,Input file name,Summary file name
15,negro,"The Macon Telegraph_06-10-1890_2_1.txt",15.txt
15,butler,"The Atlanta Constitution_06-10-1890_1_1.txt",15.txt
15,morris,"The Atlanta Journal_06-10-1890_2_1.txt",15.txt
15,samuel,"The Athens Weekly Banner_06-17-1890_6_1.txt",15.txt
15,witness,"The Augusta Chronicle_06-10-1890_1_1.txt",15.txt
15,coroner,"The Atlanta Constitution_06-10-1890_1_1.txt",15.txt
15,reader,"The Athens Weekly Banner_06-17-1890_6_1.txt",15.txt
15,boy,"The Atlanta Journal_06-10-1890_2_1.txt",15.txt
15,man,"The Macon Telegraph_06-10-1890_2_1.txt",15.txt
15,taylor,"The Macon Telegraph_06-10-1890_2_1.txt",15.txt
15,assailant,"The Macon Telegraph_06-10-1890_2_1.txt",15.txt
15,negro,"Hartwell Sun_06-13-1890_3_1.txt",15.txt
15,daughter,"The Atlanta Journal_06-10-1890_2_1.txt",15.txt
15,rapist,"The Augusta Chronicle_06-10-1890_1_1.txt",15.txt
15,pitt,"The Macon Telegraph_06-10-1890_2_1.txt",15.txt
15,butler,"The Athens Weekly Banner_06-17-1890_6_1.txt",15.txt
15,jury,"The Atlanta Constitution_06-10-1890_1_1.txt",15.txt
15,who,"Hartwell Sun_06-13-1890_3_1.txt",15.txt
15,coroner,"The Savannah Morning News_06-10-1890_2_1.txt",15.txt
15,neighborhood,"The Atlanta Constitution_06-10-1890_1_1.txt",15.txt
15,george,"The Augusta Chronicle_06-10-1890_1_1.txt",15.txt
15,boy,"The Augusta Chronicle_06-10-1890_1_1.txt",15.txt
15,fiend,"The Macon Telegraph_06-10-1890_2_1.txt",15.txt
15,sheriff,"The Macon Telegraph_06-10-1890_2_1.txt",15.txt
15,person,"The Macon Telegraph_06-10-1890_2_1.txt",15.txt
15,who,"The Augusta Chronicle_06-10-1890_1_1.txt",15.txt
15,coroner,"The Augusta Chronicle_06-10-1890_1_1.txt",15.txt
15,foreman,"The Atlanta Constitution_06-10-1890_1_1.txt",15.txt
15,homer,"The Macon Telegraph_06-10-1890_2_1.txt",15.txt
15,daughter,"The Atlanta Constitution_06-10-1890_1_1.txt",15.txt
15,people,"The Athens Weekly Banner_06-17-1890_6_1.txt",15.txt
15,person,"The Atlanta Journal_06-10-1890_2_1.txt",15.txt
15,john,"The Augusta Chronicle_06-10-1890_1_1.txt",15.txt
15,madison,"The Atlanta Journal_06-10-1890_2_1.txt",15.txt
15,who,"The Athens Weekly Banner_06-17-1890_6_1.txt",15.txt
15,man,"The Athens Weekly Banner_06-17-1890_6_1.txt",15.txt
15,gentleman,"The Athens Weekly Banner_06-17-1890_6_1.txt",15.txt
15,boy,"The Atlanta Constitution_06-10-1890_1_1.txt",15.txt
15,state,"The Savannah Morning News_06-10-1890_2_1.txt",15.txt
15,prisoner,"The Macon Telegraph_06-10-1890_2_1.txt",15.txt
15,anglo-saxon,"The Athens Weekly Banner_06-17-1890_6_1.txt",15.txt
15,madison,"The Macon Telegraph_06-10-1890_2_1.txt",15.txt
15,person,"The Savannah Morning News_06-10-1890_2_1.txt",15.txt
15,madison,"The Savannah Morning News_06-10-1890_2_1.txt",15.txt
15,taylor,"The Augusta Chronicle_06-10-1890_1_1.txt",15.txt
15,scoundrel,"The Athens Weekly Banner_06-17-1890_6_1.txt",15.txt
15,butler,"The Augusta Chronicle_06-10-1890_1_1.txt",15.txt
15,darky,"The Macon Telegraph_06-10-1890_2_1.txt",15.txt
15,negro,"The Atlanta Journal_06-10-1890_2_1.txt",15.txt
15,foreman,"Hartwell Sun_06-13-1890_3_1.txt",15.txt
15,daughter,"The Athens Weekly Banner_06-17-1890_6_1.txt",15.txt
15,butler,"Hartwell Sun_06-13-1890_3_1.txt",15.txt
15,jury,"The Augusta Chronicle_06-10-1890_1_1.txt",15.txt
15,woman,"The Athens Weekly Banner_06-17-1890_6_1.txt",15.txt
15,butler,"The Atlanta Journal_06-10-1890_2_1.txt",15.txt
15,negro,"The Augusta Chronicle_06-10-1890_1_1.txt",15.txt
15,state,"The Macon Telegraph_06-10-1890_2_1.txt",15.txt
15,man,"The Savannah Morning News_06-10-1890_2_1.txt",15.txt
15,who,"The Macon Telegraph_06-10-1890_2_1.txt",15.txt
15,victim,"The Macon Telegraph_06-10-1890_2_1.txt",15.txt
15,boy,"Hartwell Sun_06-13-1890_3_1.txt",15.txt
15,daughter,"The Augusta Chronicle_06-10-1890_1_1.txt",15.txt
15,negro,"The Atlanta Constitution_06-10-1890_1_1.txt",15.txt
15,uncle,"The Atlanta Journal_06-10-1890_2_1.txt",15.txt
15,negro,"The Savannah Morning News_06-10-1890_2_1.txt",15.txt
15,pitt,"The Augusta Chronicle_06-10-1890_1_1.txt",15.txt
15,girl,"The Macon Telegraph_06-10-1890_2_1.txt",15.txt
15,foreman,"The Augusta Chronicle_06-10-1890_1_1.txt",15.txt
15,jury,"Hartwell Sun_06-13-1890_3_1.txt",15.txt
15,boy,"The Savannah Morning News_06-10-1890_2_1.txt",15.txt
15,witness,"The Atlanta Constitution_06-10-1890_1_1.txt",15.txt
15,villain,"The Macon Telegraph_06-10-1890_2_1.txt",15.txt
15,coroner,"The Macon Telegraph_06-10-1890_2_1.txt",15.txt
15,boy,"The Athens Weekly Banner_06-17-1890_6_1.txt",15.txt
15,coroner,"The Athens Weekly Banner_06-17-1890_6_1.txt",15.txt
15,boy,"The Macon Telegraph_06-10-1890_2_1.txt",15.txt
15,girl,"The Savannah Morning News_06-10-1890_2_1.txt",15.txt
15,daughter,"Hartwell Sun_06-13-1890_3_1.txt",15.txt
15,coroner,"Hartwell Sun_06-13-1890_3_1.txt",15.txt
15,who,"The Savannah Morning News_06-10-1890_2_1.txt",15.txt
15,george,"The Atlanta Journal_06-10-1890_2_1.txt",15.txt
15,negro,"The Athens Weekly Banner_06-17-1890_6_1.txt",15.txt
15,child,"The Athens Weekly Banner_06-17-1890_6_1.txt",15.txt
15,john,"The Macon Telegraph_06-10-1890_2_1.txt",15.txt
15,conductor,"The Macon Telegraph_06-10-1890_2_1.txt",15.txt
15,citizen,"The Macon Telegraph_06-10-1890_2_1.txt",15.txt
15,who,"The Atlanta Constitution_06-10-1890_1_1.txt",15.txt
15,george,"The Atlanta Constitution_06-10-1890_1_1.txt",15.txt
15,neighborhood,"The Augusta Chronicle_06-10-1890_1_1.txt",15.txt
15,brute,"The Macon Telegraph_06-10-1890_2_1.txt",15.txt
15,george,"Hartwell Sun_06-13-1890_3_1.txt",15.txt
15,lad,"The Atlanta Journal_06-10-1890_2_1.txt",15.txt
Input files:
						 The Abbeville Chronicle_08-14-1919_1_1.txt,
							The Abbeville Chronicle_08-21-1919_1_1.txt,
							The Macon News_08-15-1919_3_1.txt
Event ID,Missing words,Input file name,Summary file name
150,governor,"The Abbeville Chronicle_08-21-1919_1_1.txt",150.txt
150,elder,"The Macon News_08-15-1919_3_1.txt",150.txt
150,sheriff,"The Abbeville Chronicle_08-21-1919_1_1.txt",150.txt
150,mob,"The Abbeville Chronicle_08-21-1919_1_1.txt",150.txt
150,posse,"The Macon News_08-15-1919_3_1.txt",150.txt
150,passenger,"The Macon News_08-15-1919_3_1.txt",150.txt
150,soldier,"The Macon News_08-15-1919_3_1.txt",150.txt
150,citizen,"The Abbeville Chronicle_08-21-1919_1_1.txt",150.txt
150,court,"The Abbeville Chronicle_08-21-1919_1_1.txt",150.txt
150,who,"The Abbeville Chronicle_08-21-1919_1_1.txt",150.txt
150,church,"The Abbeville Chronicle_08-21-1919_1_1.txt",150.txt
150,authority,"The Abbeville Chronicle_08-21-1919_1_1.txt",150.txt
150,soldier,"The Abbeville Chronicle_08-21-1919_1_1.txt",150.txt
150,citizen,"The Macon News_08-15-1919_3_1.txt",150.txt
150,lee,"The Abbeville Chronicle_08-14-1919_1_1.txt",150.txt
150,who,"The Macon News_08-15-1919_3_1.txt",150.txt
150,pope,"The Macon News_08-15-1919_3_1.txt",150.txt
150,son,"The Macon News_08-15-1919_3_1.txt",150.txt
150,people,"The Abbeville Chronicle_08-21-1919_1_1.txt",150.txt
150,negro,"The Abbeville Chronicle_08-21-1919_1_1.txt",150.txt
150,father,"The Macon News_08-15-1919_3_1.txt",150.txt
150,community,"The Abbeville Chronicle_08-21-1919_1_1.txt",150.txt
150,jr,"The Abbeville Chronicle_08-14-1919_1_1.txt",150.txt
150,john,"The Abbeville Chronicle_08-21-1919_1_1.txt",150.txt
150,negro,"The Macon News_08-15-1919_3_1.txt",150.txt
150,community,"The Macon News_08-15-1919_3_1.txt",150.txt
150,ward,"The Abbeville Chronicle_08-21-1919_1_1.txt",150.txt
150,lee,"The Macon News_08-15-1919_3_1.txt",150.txt
150,officer,"The Abbeville Chronicle_08-21-1919_1_1.txt",150.txt
150,person,"The Abbeville Chronicle_08-21-1919_1_1.txt",150.txt
150,son,"The Abbeville Chronicle_08-14-1919_1_1.txt",150.txt
Input files:
						 The Macon News_08-17-1923_1_1.txt,
							The Macon News_08-18-1923_1_1.txt
Event ID,Missing words,Input file name,Summary file name
151,negro,"The Macon News_08-18-1923_1_1.txt",151.txt
151,governor,"The Macon News_08-17-1923_1_1.txt",151.txt
151,farmer,"The Macon News_08-18-1923_1_1.txt",151.txt
151,henry,"The Macon News_08-17-1923_1_1.txt",151.txt
151,lee,"The Macon News_08-18-1923_1_1.txt",151.txt
151,cochran,"The Macon News_08-18-1923_1_1.txt",151.txt
151,sheriff,"The Macon News_08-18-1923_1_1.txt",151.txt
151,boy,"The Macon News_08-18-1923_1_1.txt",151.txt
151,man,"The Macon News_08-17-1923_1_1.txt",151.txt
151,lord,"The Macon News_08-17-1923_1_1.txt",151.txt
151,harris,"The Macon News_08-18-1923_1_1.txt",151.txt
151,gang,"The Macon News_08-18-1923_1_1.txt",151.txt
151,negro,"The Macon News_08-17-1923_1_1.txt",151.txt
151,mob,"The Macon News_08-18-1923_1_1.txt",151.txt
151,wife,"The Macon News_08-18-1923_1_1.txt",151.txt
151,town,"The Macon News_08-18-1923_1_1.txt",151.txt
151,frank,"The Macon News_08-17-1923_1_1.txt",151.txt
151,john,"The Macon News_08-17-1923_1_1.txt",151.txt
151,woman,"The Macon News_08-18-1923_1_1.txt",151.txt
151,eastman,"The Macon News_08-18-1923_1_1.txt",151.txt
151,walker,"The Macon News_08-17-1923_1_1.txt",151.txt
151,griffin,"The Macon News_08-17-1923_1_1.txt",151.txt
Input files:
						 Early County News_08-24-1911_6_1.txt,
							The Atlanta Constitution_08-19-1911_1_1.txt,
							The Atlanta Constitution_08-21-1911_5_1.txt,
							The Macon News_08-19-1911_1_1.txt,
							The Macon Telegraph_08-19-1911_1_1.txt,
							The Macon Telegraph_08-20-1911_1_1.txt
Event ID,Missing words,Input file name,Summary file name
152,negro,"The Atlanta Constitution_08-19-1911_1_1.txt",152.txt
152,militia,"The Macon Telegraph_08-19-1911_1_1.txt",152.txt
152,dick,"Early County News_08-24-1911_6_1.txt",152.txt
152,family,"The Macon Telegraph_08-19-1911_1_1.txt",152.txt
152,marshall,"Early County News_08-24-1911_6_1.txt",152.txt
152,state,"The Atlanta Constitution_08-21-1911_5_1.txt",152.txt
152,member,"The Macon Telegraph_08-19-1911_1_1.txt",152.txt
152,member,"The Atlanta Constitution_08-21-1911_5_1.txt",152.txt
152,miller,"Early County News_08-24-1911_6_1.txt",152.txt
152,crowd,"The Atlanta Constitution_08-19-1911_1_1.txt",152.txt
152,authority,"The Atlanta Constitution_08-19-1911_1_1.txt",152.txt
152,citizen,"The Atlanta Constitution_08-21-1911_5_1.txt",152.txt
152,mob,"The Macon News_08-19-1911_1_1.txt",152.txt
152,slayer,"The Macon News_08-19-1911_1_1.txt",152.txt
152,governor,"The Atlanta Constitution_08-19-1911_1_1.txt",152.txt
152,state,"The Macon Telegraph_08-19-1911_1_1.txt",152.txt
152,marshal,"The Atlanta Constitution_08-19-1911_1_1.txt",152.txt
152,citizen,"The Atlanta Constitution_08-19-1911_1_1.txt",152.txt
152,marshal,"Early County News_08-24-1911_6_1.txt",152.txt
152,who,"Early County News_08-24-1911_6_1.txt",152.txt
152,company,"Early County News_08-24-1911_6_1.txt",152.txt
152,coroner,"The Atlanta Constitution_08-21-1911_5_1.txt",152.txt
152,lee,"The Atlanta Constitution_08-21-1911_5_1.txt",152.txt
152,governor,"Early County News_08-24-1911_6_1.txt",152.txt
152,cheat,"The Macon Telegraph_08-20-1911_1_1.txt",152.txt
152,witness,"Early County News_08-24-1911_6_1.txt",152.txt
152,murderer,"The Atlanta Constitution_08-19-1911_1_1.txt",152.txt
152,wife,"The Macon Telegraph_08-20-1911_1_1.txt",152.txt
152,chief,"Early County News_08-24-1911_6_1.txt",152.txt
152,militia,"The Atlanta Constitution_08-19-1911_1_1.txt",152.txt
152,negro,"The Macon Telegraph_08-19-1911_1_1.txt",152.txt
152,marshall,"The Macon Telegraph_08-19-1911_1_1.txt",152.txt
152,sheriff,"The Atlanta Constitution_08-19-1911_1_1.txt",152.txt
152,jackson,"The Macon Telegraph_08-20-1911_1_1.txt",152.txt
152,negro,"Early County News_08-24-1911_6_1.txt",152.txt
152,member,"Early County News_08-24-1911_6_1.txt",152.txt
152,people,"Early County News_08-24-1911_6_1.txt",152.txt
152,people,"The Atlanta Constitution_08-19-1911_1_1.txt",152.txt
152,community,"The Atlanta Constitution_08-21-1911_5_1.txt",152.txt
152,sheriff,"Early County News_08-24-1911_6_1.txt",152.txt
152,church,"The Atlanta Constitution_08-19-1911_1_1.txt",152.txt
152,who,"The Macon Telegraph_08-19-1911_1_1.txt",152.txt
152,mob,"The Atlanta Constitution_08-21-1911_5_1.txt",152.txt
152,officer,"The Macon Telegraph_08-19-1911_1_1.txt",152.txt
152,slayer,"The Macon Telegraph_08-19-1911_1_1.txt",152.txt
152,who,"The Atlanta Constitution_08-21-1911_5_1.txt",152.txt
152,victim,"The Atlanta Constitution_08-21-1911_5_1.txt",152.txt
152,church,"The Macon Telegraph_08-19-1911_1_1.txt",152.txt
152,sheriff,"The Macon Telegraph_08-19-1911_1_1.txt",152.txt
152,mob,"The Atlanta Constitution_08-19-1911_1_1.txt",152.txt
152,farmer,"Early County News_08-24-1911_6_1.txt",152.txt
152,officer,"Early County News_08-24-1911_6_1.txt",152.txt
152,grandmother,"The Macon Telegraph_08-20-1911_1_1.txt",152.txt
152,town,"Early County News_08-24-1911_6_1.txt",152.txt
152,who,"The Atlanta Constitution_08-19-1911_1_1.txt",152.txt
152,company,"The Atlanta Constitution_08-19-1911_1_1.txt",152.txt
152,governor,"The Macon Telegraph_08-20-1911_1_1.txt",152.txt
152,town,"The Atlanta Constitution_08-19-1911_1_1.txt",152.txt
152,man,"Early County News_08-24-1911_6_1.txt",152.txt
152,wife,"Early County News_08-24-1911_6_1.txt",152.txt
152,fan,"The Atlanta Constitution_08-19-1911_1_1.txt",152.txt
152,relative,"Early County News_08-24-1911_6_1.txt",152.txt
152,state,"Early County News_08-24-1911_6_1.txt",152.txt
152,slayer,"Early County News_08-24-1911_6_1.txt",152.txt
152,mob,"Early County News_08-24-1911_6_1.txt",152.txt
152,negro,"The Macon News_08-19-1911_1_1.txt",152.txt
152,marshal,"The Macon News_08-19-1911_1_1.txt",152.txt
152,people,"The Macon Telegraph_08-19-1911_1_1.txt",152.txt
152,tom,"The Macon Telegraph_08-20-1911_1_1.txt",152.txt
152,gang,"Early County News_08-24-1911_6_1.txt",152.txt
152,governor,"The Macon Telegraph_08-19-1911_1_1.txt",152.txt
152,attorney,"The Macon Telegraph_08-20-1911_1_1.txt",152.txt
152,negro,"The Atlanta Constitution_08-21-1911_5_1.txt",152.txt
152,leader,"Early County News_08-24-1911_6_1.txt",152.txt
152,marshal,"The Macon Telegraph_08-19-1911_1_1.txt",152.txt
152,dick,"The Atlanta Constitution_08-19-1911_1_1.txt",152.txt
152,population,"The Atlanta Constitution_08-19-1911_1_1.txt",152.txt
152,people,"The Macon Telegraph_08-20-1911_1_1.txt",152.txt
152,executive,"The Macon Telegraph_08-20-1911_1_1.txt",152.txt
152,sheriff,"The Macon Telegraph_08-20-1911_1_1.txt",152.txt
152,negro,"The Macon Telegraph_08-20-1911_1_1.txt",152.txt
Input files:
						 Jones County News_09-05-1918_1_1.txt,
							The Atlanta Constitution_09-05-1918_9_1.txt,
							The Macon News_09-04-1918_3_1.txt,
							The Macon News_09-05-1918_6_1.txt
Event ID,Missing words,Input file name,Summary file name
153,girl,"The Atlanta Constitution_09-05-1918_9_1.txt",153.txt
153,gang,"The Atlanta Constitution_09-05-1918_9_1.txt",153.txt
153,gang,"The Macon News_09-04-1918_3_1.txt",153.txt
153,john,"The Atlanta Constitution_09-05-1918_9_1.txt",153.txt
153,sheriff,"The Atlanta Constitution_09-05-1918_9_1.txt",153.txt
153,police,"The Macon News_09-05-1918_6_1.txt",153.txt
153,thomas,"The Macon News_09-04-1918_3_1.txt",153.txt
153,who,"Jones County News_09-05-1918_1_1.txt",153.txt
153,detective,"The Macon News_09-05-1918_6_1.txt",153.txt
153,chief,"The Macon News_09-05-1918_6_1.txt",153.txt
153,thomas,"The Atlanta Constitution_09-05-1918_9_1.txt",153.txt
153,police,"The Macon News_09-04-1918_3_1.txt",153.txt
153,thomas,"The Macon News_09-05-1918_6_1.txt",153.txt
153,mob,"Jones County News_09-05-1918_1_1.txt",153.txt
153,who,"The Atlanta Constitution_09-05-1918_9_1.txt",153.txt
153,authority,"The Macon News_09-05-1918_6_1.txt",153.txt
153,negress,"The Macon News_09-05-1918_6_1.txt",153.txt
153,warren,"The Macon News_09-04-1918_3_1.txt",153.txt
153,john,"Jones County News_09-05-1918_1_1.txt",153.txt
153,police,"The Atlanta Constitution_09-05-1918_9_1.txt",153.txt
153,gang,"Jones County News_09-05-1918_1_1.txt",153.txt
153,negro,"The Macon News_09-05-1918_6_1.txt",153.txt
153,sheriff,"The Macon News_09-05-1918_6_1.txt",153.txt
153,robert,"The Macon News_09-05-1918_6_1.txt",153.txt
153,girl,"Jones County News_09-05-1918_1_1.txt",153.txt
153,court,"The Macon News_09-05-1918_6_1.txt",153.txt
153,woman,"The Atlanta Constitution_09-05-1918_9_1.txt",153.txt
153,woman,"The Macon News_09-04-1918_3_1.txt",153.txt
153,deputy,"The Macon News_09-05-1918_6_1.txt",153.txt
153,jury,"The Atlanta Constitution_09-05-1918_9_1.txt",153.txt
153,negro,"The Atlanta Constitution_09-05-1918_9_1.txt",153.txt
153,negro,"The Macon News_09-04-1918_3_1.txt",153.txt
153,coroner,"Jones County News_09-05-1918_1_1.txt",153.txt
153,person,"The Macon News_09-05-1918_6_1.txt",153.txt
153,mob,"The Macon News_09-05-1918_6_1.txt",153.txt
153,sheriff,"The Macon News_09-04-1918_3_1.txt",153.txt
153,john,"The Macon News_09-04-1918_3_1.txt",153.txt
153,deputy,"The Atlanta Constitution_09-05-1918_9_1.txt",153.txt
153,coroner,"The Macon News_09-05-1918_6_1.txt",153.txt
153,robert,"Jones County News_09-05-1918_1_1.txt",153.txt
153,crowd,"The Atlanta Constitution_09-05-1918_9_1.txt",153.txt
153,gang,"The Macon News_09-05-1918_6_1.txt",153.txt
153,workman,"The Macon News_09-04-1918_3_1.txt",153.txt
153,john,"The Macon News_09-05-1918_6_1.txt",153.txt
153,robert,"The Atlanta Constitution_09-05-1918_9_1.txt",153.txt
153,person,"The Atlanta Constitution_09-05-1918_9_1.txt",153.txt
153,member,"The Atlanta Constitution_09-05-1918_9_1.txt",153.txt
153,jackson,"The Macon News_09-04-1918_3_1.txt",153.txt
153,deputy,"Jones County News_09-05-1918_1_1.txt",153.txt
153,girl,"The Macon News_09-05-1918_6_1.txt",153.txt
153,coroner,"The Atlanta Constitution_09-05-1918_9_1.txt",153.txt
153,negro,"Jones County News_09-05-1918_1_1.txt",153.txt
153,deputy,"The Macon News_09-04-1918_3_1.txt",153.txt
153,woman,"The Macon News_09-05-1918_6_1.txt",153.txt
153,community,"The Macon News_09-05-1918_6_1.txt",153.txt
153,girl,"The Macon News_09-04-1918_3_1.txt",153.txt
153,farmer,"The Macon News_09-04-1918_3_1.txt",153.txt
153,prisoner,"The Atlanta Constitution_09-05-1918_9_1.txt",153.txt
153,manager,"The Atlanta Constitution_09-05-1918_9_1.txt",153.txt
153,pitt,"The Macon News_09-04-1918_3_1.txt",153.txt
153,who,"The Macon News_09-05-1918_6_1.txt",153.txt
153,leader,"The Macon News_09-04-1918_3_1.txt",153.txt
153,woman,"Jones County News_09-05-1918_1_1.txt",153.txt
153,robert,"The Macon News_09-04-1918_3_1.txt",153.txt
153,george,"The Atlanta Constitution_09-05-1918_9_1.txt",153.txt
153,officer,"The Macon News_09-05-1918_6_1.txt",153.txt
Input files:
						 Early County News_01-06-1916_2_1.txt,
							The Atlanta Constitution_01-01-1916_1_1.txt,
							The Atlanta Constitution_01-02-1916_7_1.txt,
							The Atlanta Constitution_12-31-1915_1_1.txt
Event ID,Missing words,Input file name,Summary file name
154,mob,"The Atlanta Constitution_01-01-1916_1_1.txt",154.txt
154,sheriff,"The Atlanta Constitution_01-02-1916_7_1.txt",154.txt
154,son,"Early County News_01-06-1916_2_1.txt",154.txt
154,cousin,"The Atlanta Constitution_12-31-1915_1_1.txt",154.txt
154,sheriff,"The Atlanta Constitution_12-31-1915_1_1.txt",154.txt
154,henry,"Early County News_01-06-1916_2_1.txt",154.txt
154,crowd,"Early County News_01-06-1916_2_1.txt",154.txt
154,man,"Early County News_01-06-1916_2_1.txt",154.txt
154,father,"The Atlanta Constitution_01-02-1916_7_1.txt",154.txt
154,assassin,"The Atlanta Constitution_01-02-1916_7_1.txt",154.txt
154,henry,"The Atlanta Constitution_12-31-1915_1_1.txt",154.txt
154,boy,"The Atlanta Constitution_12-31-1915_1_1.txt",154.txt
154,posse,"The Atlanta Constitution_01-01-1916_1_1.txt",154.txt
154,who,"The Atlanta Constitution_12-31-1915_1_1.txt",154.txt
154,member,"Early County News_01-06-1916_2_1.txt",154.txt
154,member,"The Atlanta Constitution_12-31-1915_1_1.txt",154.txt
154,town,"The Atlanta Constitution_01-02-1916_7_1.txt",154.txt
154,samuel,"The Atlanta Constitution_01-02-1916_7_1.txt",154.txt
154,officer,"The Atlanta Constitution_01-02-1916_7_1.txt",154.txt
154,griffin,"The Atlanta Constitution_12-31-1915_1_1.txt",154.txt
154,farmer,"The Atlanta Constitution_12-31-1915_1_1.txt",154.txt
154,person,"The Atlanta Constitution_01-02-1916_7_1.txt",154.txt
154,negro,"Early County News_01-06-1916_2_1.txt",154.txt
154,son,"The Atlanta Constitution_12-31-1915_1_1.txt",154.txt
154,boy,"Early County News_01-06-1916_2_1.txt",154.txt
154,elder,"The Atlanta Constitution_01-01-1916_1_1.txt",154.txt
154,henry,"The Atlanta Constitution_01-02-1916_7_1.txt",154.txt
154,wife,"The Atlanta Constitution_12-31-1915_1_1.txt",154.txt
154,stringer,"The Atlanta Constitution_01-02-1916_7_1.txt",154.txt
154,governor,"The Atlanta Constitution_12-31-1915_1_1.txt",154.txt
154,sir,"Early County News_01-06-1916_2_1.txt",154.txt
154,son,"The Atlanta Constitution_01-01-1916_1_1.txt",154.txt
154,posse,"The Atlanta Constitution_01-02-1916_7_1.txt",154.txt
154,posse,"Early County News_01-06-1916_2_1.txt",154.txt
154,organization,"The Atlanta Constitution_01-01-1916_1_1.txt",154.txt
154,coachman,"Early County News_01-06-1916_2_1.txt",154.txt
154,who,"The Atlanta Constitution_01-01-1916_1_1.txt",154.txt
154,group,"Early County News_01-06-1916_2_1.txt",154.txt
154,leader,"The Atlanta Constitution_01-02-1916_7_1.txt",154.txt
154,henry,"The Atlanta Constitution_01-01-1916_1_1.txt",154.txt
154,burton,"The Atlanta Constitution_12-31-1915_1_1.txt",154.txt
154,dick,"The Atlanta Constitution_12-31-1915_1_1.txt",154.txt
154,victim,"Early County News_01-06-1916_2_1.txt",154.txt
154,convict,"Early County News_01-06-1916_2_1.txt",154.txt
154,son,"The Atlanta Constitution_01-02-1916_7_1.txt",154.txt
154,state,"The Atlanta Constitution_01-02-1916_7_1.txt",154.txt
154,slayer,"The Atlanta Constitution_12-31-1915_1_1.txt",154.txt
154,citizen,"The Atlanta Constitution_12-31-1915_1_1.txt",154.txt
154,many,"The Atlanta Constitution_01-02-1916_7_1.txt",154.txt
154,organization,"The Atlanta Constitution_01-02-1916_7_1.txt",154.txt
154,negro,"The Atlanta Constitution_01-01-1916_1_1.txt",154.txt
154,farmer,"The Atlanta Constitution_01-01-1916_1_1.txt",154.txt
154,fellow,"The Atlanta Constitution_01-01-1916_1_1.txt",154.txt
154,overseer,"The Atlanta Constitution_01-02-1916_7_1.txt",154.txt
154,who,"The Atlanta Constitution_01-02-1916_7_1.txt",154.txt
154,citizen,"The Atlanta Constitution_01-02-1916_7_1.txt",154.txt
154,overseer,"The Atlanta Constitution_12-31-1915_1_1.txt",154.txt
154,people,"Early County News_01-06-1916_2_1.txt",154.txt
154,montgomery,"The Atlanta Constitution_01-02-1916_7_1.txt",154.txt
154,posse,"The Atlanta Constitution_12-31-1915_1_1.txt",154.txt
154,member,"The Atlanta Constitution_01-01-1916_1_1.txt",154.txt
154,colonel,"The Atlanta Constitution_12-31-1915_1_1.txt",154.txt
154,murderer,"Early County News_01-06-1916_2_1.txt",154.txt
154,searcher,"The Atlanta Constitution_01-02-1916_7_1.txt",154.txt
154,assassin,"The Atlanta Constitution_12-31-1915_1_1.txt",154.txt
154,coachman,"The Atlanta Constitution_12-31-1915_1_1.txt",154.txt
154,jacob,"The Atlanta Constitution_01-02-1916_7_1.txt",154.txt
154,person,"The Atlanta Constitution_01-01-1916_1_1.txt",154.txt
154,family,"Early County News_01-06-1916_2_1.txt",154.txt
154,leader,"The Atlanta Constitution_12-31-1915_1_1.txt",154.txt
154,we,"Early County News_01-06-1916_2_1.txt",154.txt
154,negro,"The Atlanta Constitution_12-31-1915_1_1.txt",154.txt
154,who,"Early County News_01-06-1916_2_1.txt",154.txt
154,harris,"The Atlanta Constitution_12-31-1915_1_1.txt",154.txt
154,deputy,"The Atlanta Constitution_12-31-1915_1_1.txt",154.txt
154,negro,"The Atlanta Constitution_01-02-1916_7_1.txt",154.txt
154,simon,"Early County News_01-06-1916_2_1.txt",154.txt
Input files:
						 Albany Daily Herald_06-01-1904_1_1.txt
Event ID,Missing words,Input file name,Summary file name
155,mob,"Albany Daily Herald_06-01-1904_1_1.txt",155.txt
155,who,"Albany Daily Herald_06-01-1904_1_1.txt",155.txt
155,man,"Albany Daily Herald_06-01-1904_1_1.txt",155.txt
155,negro,"Albany Daily Herald_06-01-1904_1_1.txt",155.txt
Input files:
						 Moultrie Weekly Observer_11-12-1896_2_1.txt,
